poinew_1,poinew_2,poinew_3
5.55587,-2.534298,-1.636254
5.803283,-2.648379,0.1113463
5.74891,-2.624778,-1.459033
5.788022,-2.643856,0.3334847
5.882341,-2.686939,-1.25705
5.787947,-2.645043,0.5567509
5.865619,-2.681776,-1.021517
5.774854,-2.641497,0.7797201
5.81952,-2.663156,-0.7858136
5.765429,-2.63962,1.004309
5.829576,-2.668988,-0.5609344
5.772429,-2.644043,1.234153
5.812023,-2.663406,-0.3350548
5.746552,-2.634617,1.459482
5.79637,-2.658682,-0.1113115
5.590489,-2.565429,1.64816
5.506629,-2.535096,-1.624348
5.783105,-2.663601,0.1111369
5.713165,-2.632596,-1.452284
5.782386,-2.665716,0.3336941
5.888972,-2.714853,-1.260484
5.859809,-2.70389,-1.022143
5.780017,-2.668295,0.78167
5.862451,-2.707591,-0.792882
5.759767,-2.661386,1.004935
5.863631,-2.709378,-0.5651178
5.772074,-2.668295,1.236061
5.824444,-2.693738,-0.3363109
5.747931,-2.65957,1.462182
5.792499,-2.681419,-0.1114162
5.567476,-2.578434,1.644019
5.464458,-2.538836,-1.614513
5.771959,-2.682929,0.111102
5.68627,-2.644305,-1.447785
5.758558,-2.679144,0.3328567
5.88658,-2.738705,-1.262011
5.754889,-2.678659,0.5553564
5.801986,-2.701813,-1.013695
5.745476,-2.676718,0.7782577
5.876355,-2.73894,-0.7960507
5.74149,-2.677301,1.003371
5.859555,-2.732356,-0.5656407
5.780517,-2.696728,1.239877
5.813196,-2.713208,-0.3362062
5.765099,-2.691985,1.46893
5.85195,-2.733785,-0.1127426
5.53919,-2.588854,1.638325
5.424078,-2.543133,-1.605196
5.800578,-2.720893,0.111835
5.799793,-2.722996,0.3357875
5.880538,-2.760906,-1.262774
5.772554,-2.711437,0.5579711
5.819336,-2.734651,-1.018389
5.734301,-2.695913,0.7780139
5.884721,-2.767885,-0.798488
5.737472,-2.699849,1.004309
5.83556,-2.746006,-0.5642463
5.769292,-2.716053,1.239495
5.825372,-2.743696,-0.3374623
5.766244,-2.717077,1.47163
5.836946,-2.751637,-0.1126378
5.540604,-2.613118,1.64143
5.381989,-2.546354,-1.595361
5.800082,-2.745403,0.1120095
5.894871,-2.791529,-1.505822
5.792057,-2.74408,0.3358922
5.837154,-2.765445,-1.255523
5.752253,-2.72645,0.5569252
5.868656,-2.782878,-1.028713
5.77866,-2.741438,0.7853261
5.869643,-2.785856,-0.7977568
5.76727,-2.738501,1.011192
5.737749,-2.724484,-0.555705
5.768643,-2.740387,1.241403
5.83921,-2.775159,-0.338823
5.767283,-2.742209,1.474329
5.839945,-2.778008,-0.1128822
5.519238,-2.626631,1.637807
5.345174,-2.551808,-1.587078
5.792267,-2.766494,0.1120444
5.872783,-2.806208,-1.502673
5.773434,-2.759974,0.3353688
5.758387,-2.752781,-1.24064
5.748092,-2.749092,0.5574481
5.876725,-2.811872,-1.031842
5.788752,-2.771021,0.7880072
5.831237,-2.792609,-0.793857
5.754113,-2.756909,1.010567
5.762343,-2.760852,-0.5590169
5.776746,-2.768992,1.24522
5.852899,-2.806751,-0.3401838
5.762948,-2.764853,1.475679
5.84103,-2.803568,-0.1130916
5.520484,-2.650899,1.640913
5.31883,-2.562067,-1.581902
5.75015,-2.771069,0.1114162
5.889282,-2.839386,-1.509422
5.76245,-2.778236,0.3352641
5.89728,-2.84451,-1.272696
5.790498,-2.794251,0.5625032
5.87399,-2.835804,-1.033093
5.775469,-2.789484,0.7875198
5.814304,-2.809492,-0.792882
5.70581,-2.757067,1.003684
5.84236,-2.824307,-0.5677325
5.790021,-2.800252,1.250181
5.846662,-2.828905,-0.3403931
5.760277,-2.788349,1.477479
5.813701,-2.814209,-0.1127426
5.497754,-2.662455,1.636772
5.301166,-2.576395,-1.579314
5.634815,-2.73855,0.1093568
5.871071,-2.854639,-1.507172
5.745533,-2.794839,0.3348455
5.901437,-2.871951,-1.275749
5.789667,-2.818807,0.5633747
5.857449,-2.851808,-1.031842
5.792956,-2.82166,0.7911758
5.853137,-2.852237,-0.799463
5.728111,-2.792549,1.009315
5.857536,-2.856911,-0.5701728
5.793055,-2.825462,1.252852
5.856993,-2.857912,-0.3415445
5.765009,-2.814274,1.481078
5.785874,-2.82571,-0.1123935
5.483219,-2.679085,1.635219
5.297797,-2.596511,-1.580867
5.614449,-2.752921,0.1091473
5.918807,-2.903437,-1.522019
5.796704,-2.844796,0.3384043
5.904218,-2.89756,-1.27842
5.783864,-2.839747,0.5637233
5.866962,-2.881818,-1.035283
5.75813,-2.829607,0.7877635
5.871648,-2.886664,-0.8033628
5.750235,-2.82822,1.014947
5.862333,-2.883354,-0.5715674
5.784919,-2.846533,1.253234
5.750218,-2.830705,-0.3358922
5.774381,-2.843852,1.486027
5.845932,-2.880358,-0.1137548
5.475567,-2.699063,1.635736
5.288702,-2.614988,-1.580867
5.742819,-2.840773,0.111835
5.915621,-2.927537,-1.523818
5.806427,-2.874761,0.3395557
5.79554,-2.86937,-1.25705
5.79177,-2.868762,0.5654665
5.862177,-2.904911,-1.036222
5.780231,-2.86556,0.7921508
5.886433,-2.91949,-0.8067752
5.736788,-2.846519,1.014321
5.709451,-2.832954,-0.5576224
5.778464,-2.868455,1.253997
5.856575,-2.908504,-0.3426959
5.77489,-2.869193,1.488726
5.844796,-2.905197,-0.1139293
5.450544,-2.710418,1.631078
5.286456,-2.636882,-1.582937
5.718554,-2.853658,0.1115558
5.875727,-2.933371,-1.51617
5.796357,-2.895011,0.3395557
5.89614,-2.944848,-1.281092
5.696171,-2.846215,0.5570995
5.874971,-2.936838,-1.040289
5.800375,-2.900814,0.7962944
5.83715,-2.920479,-0.8014129
5.728585,-2.867411,1.014634
5.868785,-2.937588,-0.574182
5.780704,-2.894761,1.256668
5.871387,-2.941453,-0.3441613
5.761355,-2.887588,1.487826
5.836406,-2.926478,-0.1139642
5.465224,-2.741554,1.638325
5.27722,-2.655319,-1.582937
5.490647,-2.763909,0.1072974
5.935071,-2.988924,-1.534166
5.775514,-2.909835,0.3389277
5.859525,-2.952162,-1.275367
5.812522,-2.929752,0.5694756
5.898196,-2.974227,-1.046234
5.783125,-2.917467,0.7953194
5.88363,-2.969458,-0.8092125
5.658586,-2.857118,1.003996
5.881617,-2.96973,-0.5764481
5.782831,-2.921118,1.259339
5.864649,-2.963732,-0.3443706
5.784284,-2.924387,1.496374
5.726228,-2.89629,-0.1120095
5.472858,-2.769337,1.643501
5.264473,-2.671975,-1.581902
5.370419,-2.726927,0.1051333
5.293918,-2.689244,-1.370852
5.81035,-2.951585,0.3415445
5.912192,-3.004618,-1.289106
5.809364,-2.953636,0.5701728
5.829675,-2.965243,-1.035909
5.792367,-2.947539,0.7980005
5.913917,-3.010691,-0.8148185
5.747662,-2.926053,1.021517
5.871214,-2.990243,-0.5764481
5.800588,-2.955547,1.265445
5.843591,-2.978743,-0.3437426
5.777513,-2.94633,1.497274
5.762909,-2.938883,-0.1129171
5.449878,-2.780447,1.63936
5.258554,-2.692096,-1.582937
5.808125,-2.973447,0.1138944
5.933668,-3.039025,-1.539115
5.828452,-2.986421,0.3432192
5.269221,-2.70104,-1.15096
