poinew_1,poinew_2,poinew_3
2.163074,6.101562,-1.734605
8.0026,22.5611,0.4178455
2.489819,7.015464,-1.718626
8.009403,22.55529,1.254388
2.877496,8.103317,-1.671487
8.007143,22.53645,2.092435
3.432075,9.654383,-1.622851
8.016254,22.53716,2.937051
4.336892,12.18614,-1.588201
8.017981,22.51711,3.785714
5.627506,15.80388,-1.467703
8.046479,22.58467,4.660319
7.847831,22.01496,-1.224871
8.047844,22.56359,5.530646
8.045225,22.54381,-0.4178106
8.04697,22.53628,6.411983
2.18762,6.103067,-1.737193
8.092776,22.56503,0.4184389
2.521531,7.026906,-1.723575
8.102265,22.56666,1.256586
2.899132,8.074745,-1.667671
8.099228,22.54586,2.095921
3.475775,9.670229,-1.627544
8.103614,22.53332,2.94022
4.374029,12.15598,-1.586251
8.114594,22.53917,3.794162
5.675886,15.7654,-1.46596
8.137247,22.58969,4.667188
7.907029,21.93858,-1.222149
8.140434,22.57386,5.540094
8.1422,22.56638,-0.4187531
8.131498,22.5244,6.416642
2.202324,6.077232,-1.732017
8.18854,22.58364,0.4193115
2.541394,7.005238,-1.720426
8.186586,22.56596,1.258052
2.924615,8.057197,-1.666144
8.192847,22.55865,2.099756
3.51221,9.665462,-1.628796
8.196449,22.54408,2.945338
4.408967,12.12012,-1.58357
8.205504,22.55669,3.801671
5.733613,15.75297,-1.466657
8.216034,22.56116,4.667188
7.965778,21.86205,-1.219428
8.208508,22.51601,5.532896
8.229311,22.57307,-0.4193813
8.210124,22.5082,6.419748
2.220868,6.062252,-1.729947
8.277826,22.59579,0.4200445
2.563941,6.994941,-1.719976
8.281118,22.58038,1.260459
2.941227,8.015605,-1.659657
8.286654,22.57106,2.103591
3.543565,9.651907,-1.628483
8.284175,22.55218,2.94997
4.442969,12.08867,-1.581377
8.288289,22.53903,3.803548
5.783059,15.71791,-1.465262
8.295556,22.54668,4.669859
8.031327,21.81678,-1.218381
8.298627,22.53072,5.543244
8.320498,22.57798,-0.4200096
8.301995,22.51567,6.430101
2.236937,6.043983,-1.726841
8.370544,22.60426,0.4207426
2.589692,6.989606,-1.720876
8.359895,22.55133,1.260459
2.973936,8.022375,-1.663091
8.345517,22.5005,2.099582
3.575853,9.635777,-1.627857
8.380816,22.5715,2.956307
4.483069,12.0675,-1.580645
8.364146,22.50257,3.802297
5.822652,15.66503,-1.462125
8.105271,21.79442,4.519884
8.099081,21.76615,-1.217125
8.391486,22.53997,5.552692
8.409038,22.57504,-0.4204983
8.386616,22.50284,6.43476
2.260724,6.043376,-1.728911
8.436073,22.53932,0.4200794
2.587423,6.909349,-1.703329
8.441371,22.52949,1.260878
2.984013,7.964144,-1.653169
8.43869,22.51041,2.103242
3.59837,9.593643,-1.622851
8.473511,22.57928,2.961181
4.523767,12.04806,-1.580158
8.471131,22.54904,3.815124
5.867492,15.6185,-1.459684
8.182686,21.76966,4.520647
8.160944,21.70036,-1.215032
8.503999,22.58859,-0.4213011
8.481453,22.51682,6.447183
2.279757,6.030026,-1.727358
8.526732,22.54153,0.4206728
2.621871,6.927614,-1.710078
8.532679,22.53351,1.262762
3.021523,7.979386,-1.658512
8.530632,22.51621,2.106554
3.629733,9.575482,-1.621913
8.564931,22.58298,2.965569
4.562277,12.02292,-1.578939
5.914908,15.57929,-1.457941
8.261399,21.74832,4.522173
8.225296,21.64186,-1.213357
10.41395,27.38611,6.764278
8.599846,22.60363,-0.4221388
8.576501,22.5304,6.459606
2.298726,6.016617,-1.725805
8.622497,22.55647,0.4215105
2.635596,6.891117,-1.703329
8.622709,22.53344,1.264437
3.047255,7.963289,-1.657367
8.621994,22.51979,2.109692
3.663845,9.564599,-1.622226
8.657212,22.58816,2.9702
