poinew_1,poinew_2,poinew_3
-0.9659096,-0.356726,-0.2759011
-6.721622,-2.481072,0.1250639
-1.146339,-0.4229067,-0.2820886
-7.115319,-2.623569,0.3974393
-6.354992,-2.343221,-1.316582
-7.145164,-2.633158,0.6662185
-6.472907,-2.384132,-1.092538
-7.149717,-2.632001,0.9354692
-6.501854,-2.392216,-0.8506481
-7.184236,-2.641861,1.212367
-6.513083,-2.395058,-0.6071269
-7.216158,-2.652171,1.494416
-6.533589,-2.400009,-0.3647816
-7.21312,-2.648197,1.773964
-6.822115,-2.503294,-0.1268441
-8.802017,-3.22805,2.512098
-0.9635196,-0.3520264,-0.2748658
-6.754661,-2.466509,0.1255177
-1.145977,-0.4182345,-0.2816387
-9.355392,-3.412483,0.5218942
-6.381577,-2.327751,-1.320398
-9.368743,-3.4155,0.872429
-6.518311,-2.375049,-1.098796
-8.757386,-3.18916,1.144353
-6.646337,-2.419069,-0.868441
-8.756473,-3.185366,1.475803
-6.527021,-2.374352,-0.6076498
-8.828755,-3.209916,1.826042
-6.525033,-2.37105,-0.3638396
-8.859844,-3.217718,2.176177
-6.689836,-2.428291,-0.1242262
-8.896769,-3.227613,2.535909
-0.9647426,-0.348661,-0.2748658
-6.772634,-2.446313,0.1256922
-1.154762,-0.4168786,-0.2834383
-9.371005,-3.381162,0.5221035
-6.411824,-2.313457,-1.324978
-9.37686,-3.381425,0.8720803
-6.476386,-2.334197,-1.090348
-8.863714,-3.192882,1.156784
-6.64727,-2.393165,-0.8674661
-8.862332,-3.18889,1.491759
-6.484652,-2.33334,-0.6029434
-8.921192,-3.20831,1.842833
-6.638523,-2.38609,-0.3697012
-8.960887,-3.219054,2.198222
-6.741559,-2.420468,-0.125029
-8.978896,-3.221985,2.556097
-0.9659539,-0.345291,-0.2748658
-6.773599,-2.419966,0.1255526
-1.154375,-0.4121901,-0.2829884
-9.38087,-3.347759,0.5219989
-6.406918,-2.286442,-1.322306
-9.384853,-3.347334,0.8717318
-6.430534,-2.292341,-1.081275
-8.940254,-3.18524,1.165315
-6.638752,-2.363954,-0.8652724
-8.964602,-3.190388,1.50709
-6.468356,-2.302006,-0.6006774
-8.997078,-3.200178,1.85619
-6.65434,-2.365579,-0.3701199
-9.06021,-3.219071,2.219817
-6.836649,-2.427701,-0.1266347
-9.077477,-3.221637,2.580944
-0.9707962,-0.3432049,-0.2759011
-6.868736,-2.426953,0.1271582
-1.146619,-0.4049132,-0.2807389
-9.369898,-3.307016,0.5207428
-6.42967,-2.26929,-1.325359
-9.388964,-3.311905,0.8710345
-6.444086,-2.271849,-1.082214
-9.026209,-3.180401,1.175064
-6.60577,-2.326261,-0.8599101
-9.063261,-3.1899,1.521795
-6.433126,-2.264199,-0.5966682
-9.108202,-3.203931,1.876797
-6.677629,-2.347637,-0.3709573
-9.137581,-3.210682,2.236013
-6.877157,-2.415086,-0.1272281
-9.172518,-3.219359,2.604755
-0.9738117,-0.3404519,-0.2764187
-6.83941,-2.38977,0.1264601
-1.148025,-0.4009083,-0.2807389
-9.354983,-3.265077,0.5192775
-6.563597,-2.290827,-1.351309
-9.385418,-3.273861,0.86964
-6.437055,-2.244139,-1.079711
-9.134732,-3.18284,1.187739
-6.548238,-2.280338,-0.8513793
-9.15456,-3.186163,1.535248
-6.472979,-2.252863,-0.5996315
-9.206481,-3.202435,1.894733
-6.670692,-2.319065,-0.3701199
-9.244453,-3.212025,2.259408
-6.864765,-2.383851,-0.1268441
-9.291376,-3.224694,2.635296
-0.9731684,-0.3364194,-0.2759011
-6.796679,-2.348248,0.1255177
-1.153102,-0.3981709,-0.2816387
-9.354996,-3.228492,0.5186494
-6.463914,-2.230754,-1.329176
-9.393022,-3.239778,0.8692914
-6.433643,-2.217794,-1.077834
-9.239628,-3.183265,1.199926
-6.541142,-2.252295,-0.8494294
-9.247812,-3.182474,1.549014
-6.51283,-2.241277,-0.6025948
-9.312286,-3.202844,1.914196
-6.684413,-2.297714,-0.370434
-9.338544,-3.20823,2.279654
-6.629065,-2.276101,-0.1223414
-9.392114,-3.222966,2.66066
-0.9706807,-0.3317706,-0.2748658
-6.731033,-2.2993,0.1241564
-1.156329,-0.394773,-0.2820886
-9.362428,-3.194525,0.51844
-6.454939,-2.20247,-1.325741
-9.375986,-3.197326,0.8666767
-6.422648,-2.188951,-1.074705
-9.34088,-3.181713,1.211625
-6.565876,-2.235208,-0.8516231
-9.34863,-3.180714,1.564032
-6.535704,-2.223663,-0.6039893
-9.418206,-3.20255,1.933658
-6.70752,-2.279509,-0.3712713
-9.441946,-3.206949,2.302149
-6.737329,-2.287015,-0.1241913
-9.492949,-3.220574,2.686024
-0.9663422,-0.326525,-0.2733129
-6.720072,-2.269392,0.1238074
-1.1577,-0.3907342,-0.2820886
-9.375415,-3.162465,0.5185447
-6.451427,-2.176161,-1.323451
-9.407858,-3.17158,0.8685941
-6.441482,-2.170302,-1.076582
-9.442231,-3.179497,1.223325
-6.560469,-2.207843,-0.8499169
-9.457036,-3.180806,1.580301
-6.507546,-2.188766,-0.6006774
-9.518652,-3.199683,1.951976
-6.630239,-2.227459,-0.3665611
-9.552843,-3.207464,2.326444
-6.877978,-2.308015,-0.1266347
-9.590216,-3.21629,2.710353
-0.9784703,-0.326822,-0.2764187
-6.606558,-2.205396,0.1215735
-1.146117,-0.3823735,-0.2789393
-9.515237,-3.172678,0.5256624
-6.47947,-2.160459,-1.327649
-9.519052,-3.172105,0.8778327
-6.486502,-2.160288,-1.082839
-9.536146,-3.174103,1.234049
-6.521046,-2.169264,-0.8438234
-9.571178,-3.182053,1.597509
-6.515146,-2.166039,-0.6006774
-9.617329,-3.195532,1.969912
-6.746017,-2.24018,-0.3725274
-9.658308,-3.205403,2.349389
-6.777804,-2.248109,-0.1246451
-9.715077,-3.22048,2.742447
-0.9814397,-0.3240101,-0.2769364
-6.633206,-2.188589,0.1219225
-1.149295,-0.3789808,-0.2793892
-9.590748,-3.160699,0.5292212
-6.486972,-2.137828,-1.327649
-9.624686,-3.170024,0.8865482
-6.522148,-2.146897,-1.087533
-9.652765,-3.175535,1.247699
-6.517263,-2.142766,-0.842361
-9.677937,-3.180073,1.613465
-6.496168,-2.134576,-0.598237
-9.734744,-3.196857,1.991664
-6.664606,-2.187344,-0.3676078
-9.765724,-3.203255,2.372784
-6.740006,-2.209486,-0.1238074
-9.818051,-3.216621,2.768328
-0.980728,-0.3199833,-0.2764187
-6.733963,-2.195796,0.1236328
-1.145053,-0.3731552,-0.2780395
-9.690978,-3.156274,0.5341408
-6.494394,-2.115172,-1.327649
-9.751262,-3.174023,0.8971812
-6.52021,-2.121061,-1.085968
-9.761958,-3.173739,1.260373
-6.541695,-2.125526,-0.8445546
-9.78292,-3.176776,1.629109
-6.52253,-2.11804,-0.5999801
-9.854151,-3.198009,2.013798
-6.662701,-2.160987,-0.3670844
-9.87695,-3.201595,2.397078
-6.722948,-2.177933,-0.1233536
-9.939494,-3.218035,2.799387
-0.9800004,-0.3159651,-0.2759011
-6.747297,-2.174116,0.1237376
-1.164897,-0.3751296,-0.2825385
-14.11848,-4.543822,0.7772937
-6.45128,-2.076248,-1.317345
-9.915914,-3.189379,0.9113004
-6.600918,-2.121866,-1.09817
-9.869365,-3.170606,1.272804
-6.554744,-2.104498,-0.8452858
-9.893637,-3.174598,1.645691
-6.482455,-2.080043,-0.5956223
-9.962468,-3.194763,2.033643
-6.660694,-2.134669,-0.3665611
-10.00313,-3.203953,2.424972
-6.692419,-2.14226,-0.1226555
-10.03347,-3.209808,2.82268
-0.9774159,-0.3113693,-0.2748658
-6.758655,-2.151765,0.1238074
-1.164343,-0.3704702,-0.2820886
-14.19706,-4.514484,0.7807479
-6.50152,-2.0674,-1.326123
-9.923187,-3.153542,0.9109518
-6.555568,-2.082069,-1.08941
-9.992004,-3.17157,1.287184
-6.571511,-2.084608,-0.8465045
-10.01011,-3.17347,1.663211
-6.489676,-2.0574,-0.5956223
-10.06901,-3.190209,2.053105
-6.706186,-2.123464,-0.3686545
-10.09414,-3.194297,2.444318
-6.680789,-2.112857,-0.1223065
-10.14961,-3.207951,2.852186
-0.9821824,-0.3091157,-0.2759011
-6.73179,-2.11736,0.1231791
-1.154475,-0.362897,-0.2793892
-11.79853,-3.706486,0.6481286
-6.454379,-2.027631,-1.315056
-9.934135,-3.118884,0.9109518
-6.511908,-2.043204,-1.080962
-10.09772,-3.166369,1.299371
-6.550334,-2.052752,-0.8428485
-10.13612,-3.174523,1.682297
-6.4702,-2.026397,-0.593182
-10.19063,-3.189642,2.07562
-6.650653,-2.080366,-0.3652003
-10.24101,-3.201488,2.477161
-6.737751,-2.105028,-0.123214
-10.28061,-3.209927,2.885833
-0.986945,-0.3068324,-0.2769364
-6.720042,-2.087915,0.12283
-1.146429,-0.3559758,-0.2771397
-11.79232,-3.659359,0.6470818
-6.463293,-2.00567,-1.315437
-10.00015,-3.101303,0.9160068
-6.524661,-2.022215,-1.081901
-10.2168,-3.164583,1.313264
-6.536601,-2.023415,-0.8401673
-10.25093,-3.171231,1.699504
-6.503881,-2.012043,-0.5956223
-10.32362,-3.191746,2.100425
-6.831526,-2.110791,-0.3747255
-10.34895,-3.195618,2.500556
-6.672447,-2.05909,-0.1218876
-10.41174,-3.211028,2.919479
-0.9880099,-0.3033854,-0.2769364
-6.750231,-2.071485,0.1232489
-6.690361,-2.051835,-1.615598
-11.78402,-3.611735,0.6459305
-6.462746,-1.980795,-1.313911
-10.10426,-3.094967,0.9245481
-6.529791,-1.998851,-1.081588
-10.34357,-3.164324,1.328132
-6.547421,-2.001747,-0.8406548
-10.36206,-3.166023,1.716086
-6.476567,-1.97885,-0.5924847
-10.45299,-3.191811,2.124468
-6.833122,-2.085183,-0.3744115
-10.48679,-3.198132,2.531149
-6.759933,-2.06027,-0.1233536
