poinew_1,poinew_2,poinew_3
-0.9495027,0.4549253,-0.2821128
-14.72345,7.057456,0.2849978
-9.035232,4.332834,-2.313397
-14.68145,7.043621,0.8533902
-11.11258,5.331409,-2.395798
-14.71806,7.064353,1.428308
-14.5057,6.965532,-2.548631
-14.73864,7.080558,2.007676
-14.66942,7.050457,-1.998414
-14.7406,7.087832,2.590555
-14.65567,7.046995,-1.42273
-14.75506,7.09796,3.182694
-14.67283,7.061555,-0.8533902
-14.7752,7.114001,3.785926
-14.66303,7.063145,-0.2840903
-14.74041,7.103588,4.384395
-0.9444304,0.4565554,-0.2810775
-14.66632,7.093134,0.2843695
-9.018298,4.363498,-2.312947
-14.64059,7.086998,0.8524481
-11.08506,5.365892,-2.39389
-14.66463,7.101789,1.425519
-14.45285,7.002342,-2.543625
-14.69597,7.123307,2.005238
-14.61257,7.086026,-1.994026
-14.69444,7.128897,2.586801
-14.59334,7.079847,-1.41907
-14.70194,7.135706,3.176588
-14.62114,7.099643,-0.8518201
-14.72224,7.151905,3.778728
-14.63469,7.112539,-0.2840205
-14.69468,7.144862,4.378183
-0.9463037,0.461543,-0.2821128
-14.61092,7.129378,0.2837761
-8.994256,4.390677,-2.310697
-14.58525,7.123156,0.8506688
-11.06274,5.402828,-2.393126
-14.62185,7.144189,1.423776
-14.40702,7.04234,-2.53987
-14.63179,7.155374,1.999876
-14.56456,7.125649,-1.990858
-14.66059,7.175807,2.585236
-14.56317,7.12812,-1.418547
-14.64873,7.173168,3.170482
-14.55143,7.128667,-0.8492033
-14.67793,7.193823,3.773779
-14.599,7.158299,-0.283811
-14.64884,7.1859,4.371971
-0.9498869,0.4674022,-0.2836657
-14.56621,7.170621,0.2833922
-8.970132,4.417741,-2.308448
-14.51192,7.150191,0.8478426
-11.03325,5.436206,-2.390837
-14.57537,7.184615,1.421684
-14.36463,7.083855,-2.536742
-14.58892,7.197622,1.997439
-14.50934,7.161509,-1.986714
-14.61597,7.217319,2.581795
-14.51676,7.168326,-1.416455
-14.61128,7.218168,3.167811
-14.52467,7.178534,-0.8490986
-14.62303,7.230331,3.76613
-14.54884,7.196799,-0.2833224
-14.60115,7.225854,4.365242
-0.9430584,0.4681382,-0.2821128
-14.5196,7.210747,0.2829733
-8.949422,4.446425,-2.307098
-14.46005,7.187468,0.8462725
-10.98607,5.460704,-2.384731
-14.52701,7.223919,1.419418
-14.32036,7.124271,-2.5333
-14.54949,7.241428,1.995489
-14.45937,7.19973,-1.983302
-14.55887,7.252437,2.576163
-14.47381,7.210069,-1.414712
-14.56491,7.258619,3.163232
-14.48522,7.222064,-0.8482612
-14.56632,7.265671,3.758032
-14.49858,7.23504,-0.2828337
-14.55337,7.265561,4.358513
-0.9345092,0.467967,-0.2800422
-14.47646,7.252433,0.2826243
-8.925135,4.473271,-2.304848
-14.42416,7.232526,0.8456445
-10.96344,5.497257,-2.383968
-14.47143,7.259394,1.416455
-14.27422,7.163583,-2.529546
-14.50461,7.282371,1.992808
-14.41819,7.242136,-1.981108
-14.50699,7.289909,2.57147
-14.43076,7.251602,-1.412969
-14.52194,7.300601,3.159415
-14.451,7.268093,-0.8477378
-14.52868,7.310342,3.754883
-14.45894,7.278416,-0.2825544
-14.50204,7.303281,4.350749
-0.9345943,0.4720973,-0.2805599
-14.42786,7.291197,0.2821705
-8.907728,4.503518,-2.304399
-14.37922,7.27292,0.8444931
-10.94243,5.53461,-2.383586
-14.42645,7.29997,1.414538
-14.21564,7.196411,-2.523601
-14.45431,7.320404,1.989395
