poinew_1,poinew_2,poinew_3
1.936138,-2.778488,-0.9074196
1.940767,-2.786167,0.05926837
1.933155,-2.776272,-0.7810301
1.926504,-2.76672,0.1766862
1.929119,-2.771508,-0.656383
1.932162,-2.777947,-0.5359445
1.683941,-2.421971,0.3621957
1.934379,-2.78217,-0.416062
1.659495,-2.387701,0.4605431
1.937104,-2.788166,-0.2970268
1.668641,-2.402648,0.5686108
1.940863,-2.795658,-0.178361
1.653666,-2.381974,0.6694543
1.935901,-2.78955,-0.05926837
1.642915,-2.368252,0.7723161
1.91812,-2.772184,-0.9032785
1.932655,-2.794233,0.05930328
1.92283,-2.781065,-0.7805802
1.927541,-2.787879,0.1776282
1.912105,-2.766585,-0.6537116
1.919605,-2.778475,0.295458
1.919572,-2.779463,-0.5350059
1.931909,-2.798371,0.4175244
1.92627,-2.790203,-0.4163057
1.856892,-2.690714,0.5177981
1.919928,-2.783094,-0.2958066
1.675153,-2.42918,0.5735719
1.928181,-2.797145,-0.1780469
1.657924,-2.405093,0.6744033
1.928909,-2.799248,-0.05933818
1.640532,-2.381641,0.7749043
1.904541,-2.77216,-0.9012079
1.909793,-2.780845,0.05888442
1.913597,-2.787426,-0.7805802
1.916668,-2.792944,0.1775236
1.90292,-2.772911,-0.6537116
1.911508,-2.786468,0.2956323
1.90029,-2.771151,-0.5321901
1.92823,-2.812948,0.4187431
1.913152,-2.791997,-0.4155745
1.912234,-2.791702,0.5359445
1.906185,-2.782871,-0.2951093
1.914434,-2.795961,0.6586727
1.91551,-2.79858,-0.1777329
1.842091,-2.692321,0.7531361
1.907837,-2.789458,-0.05898913
1.681273,-2.459117,0.798198
1.893764,-2.777195,-0.9006903
1.901201,-2.789147,0.05891933
1.895077,-2.781205,-0.7769809
1.893414,-2.779809,0.1762675
1.894334,-2.781159,-0.6540933
1.898406,-2.788183,0.2951093
1.887271,-2.772868,-0.5312515
1.900533,-2.793402,0.4148433
1.905627,-2.801941,-0.416062
1.898036,-2.791826,0.5346931
1.894219,-2.786212,-0.2947607
1.909077,-2.809121,0.6601992
1.892262,-2.785424,-0.1764769
1.903843,-2.803524,0.7823797
1.898089,-2.796101,-0.05898913
1.896136,-2.794274,0.9048314
1.882976,-2.782189,-0.9001727
1.88361,-2.784173,0.05867499
1.883173,-2.784575,-0.7760811
1.878107,-2.778128,0.1757442
1.88083,-2.783203,-0.6529484
1.8842,-2.788189,0.2944121
1.875368,-2.776165,-0.5306258
1.886327,-2.793439,0.4138683
1.881397,-2.787186,-0.4128934
1.889383,-2.800071,0.5350059
1.88288,-2.791484,-0.2945864
1.895475,-2.811216,0.6590543
1.875342,-2.782403,-0.1758488
1.896224,-2.813385,0.7832795
1.889434,-2.804368,-0.05902404
1.890687,-2.807285,0.906902
1.86415,-2.776241,-0.8960316
1.874507,-2.792718,0.05870989
1.869697,-2.786604,-0.7747315
1.869024,-2.786651,0.1758488
1.86187,-2.777033,-0.6498955
1.875077,-2.796731,0.2945864
1.862981,-2.779739,-0.53
1.880495,-2.80693,0.4148433
1.867855,-2.789115,-0.4121622
1.870317,-2.793846,0.5325029
1.87042,-2.795055,-0.2942378
1.884068,-2.816513,0.6586727
1.870682,-2.79756,-0.1763722
1.87615,-2.805737,0.7792305
1.868031,-2.794649,-0.05867499
1.875019,-2.806164,0.9043138
1.855034,-2.784663,-0.8965492
1.859825,-2.792912,0.05857028
1.855152,-2.786949,-0.7729318
1.858798,-2.793483,0.1758488
1.847815,-2.776977,-0.648369
1.854883,-2.788655,0.2930176
1.850593,-2.783258,-0.5293743
1.865799,-2.807191,0.4138683
1.853226,-2.789329,-0.4111872
1.857878,-2.797391,0.5318772
1.854038,-2.791609,-0.2931919
1.867709,-2.813258,0.656383
1.857592,-2.79908,-0.1760582
1.874472,-2.825585,0.7828297
1.85446,-2.796477,-0.05857028
1.859384,-2.804966,0.9017256
1.837844,-2.779841,-0.8929257
1.845654,-2.792714,0.05843066
1.847561,-2.796659,-0.7738316
1.843533,-2.791621,0.1753255
1.83811,-2.78341,-0.648369
1.840747,-2.788461,0.2923203
1.837602,-2.784755,-0.5284357
1.853803,-2.810373,0.4133809
