poinew_1,poinew_2,poinew_3
-1.454695,6.808728,-1.865568
-1.944562,9.109342,0.1625866
-1.695498,7.949392,-1.876542
-1.823292,8.555876,0.458463
-2.008711,9.425961,-1.873363
-1.837688,8.630819,0.7720256
-2.458029,11.55419,-1.870957
-1.862625,8.762951,1.099993
-3.084644,14.52455,-1.823166
-1.878757,8.854043,1.433566
-4.104103,19.35814,-1.731262
-1.84085,8.682879,1.725295
-4.507253,21.27801,-1.139877
-1.255701,5.933054,1.400095
-4.509866,21.32706,-0.3804974
-1.348589,6.382954,1.748064
-1.427348,6.802671,-1.862462
-1.895914,9.035834,0.1611555
-1.662939,7.932376,-1.871143
-1.807748,8.630609,0.4621266
-1.972136,9.423652,-1.871455
-1.821944,8.713556,0.7788237
-2.416474,11.56699,-1.871582
-1.838116,8.798548,1.103649
-3.028242,14.50803,-1.819753
-1.853483,8.88762,1.437946
-4.033267,19.35674,-1.729867
-1.661365,7.980334,1.584478
-4.427613,21.28657,-1.139459
-2.102708,10.11799,2.385831
-4.42971,21.31526,-0.3800087
-1.315697,6.336551,1.734088
-1.404375,6.811396,-1.863497
-1.858751,9.023137,0.1608065
-1.630713,7.923147,-1.867544
-1.78244,8.66034,0.4633826
-1.940413,9.436247,-1.872599
-1.782697,8.676927,0.7749888
-2.374491,11.56761,-1.870331
-1.779926,8.678826,1.087806
-2.970269,14.49569,-1.816828
-1.766143,8.619241,1.393518
-3.958477,19.33557,-1.72673
-1.639791,8.016859,1.590584
-4.352086,21.29602,-1.139145
-4.350873,21.30904,-0.3796248
-1.699789,8.332403,2.278643
-1.37599,6.793535,-1.857285
-1.829218,9.03121,0.1608414
-1.605974,7.936152,-1.869343
-1.769216,8.75069,0.4678835
-1.907469,9.442962,-1.872599
-1.753578,8.688957,0.7755118
-2.337288,11.58123,-1.871269
-1.691106,8.386954,1.050514
-2.917873,14.48406,-1.814147
-1.721621,8.553702,1.381942
-3.886241,19.32583,-1.724638
-4.27948,21.30054,-1.138621
-1.197719,5.966895,1.405044
-4.273314,21.30842,-0.3793455
-1.299137,6.483858,1.771875
-1.350812,6.784798,-1.853662
-1.801971,9.059115,0.1612253
-1.580927,7.955088,-1.872493
-1.70171,8.570704,0.4579397
-1.870025,9.418426,-1.866494
-1.73755,8.759216,0.7812641
-2.297997,11.59513,-1.872208
-1.658737,8.377227,1.048564
-2.867293,14.49415,-1.814147
-1.697496,8.588729,1.386635
-3.817492,19.31516,-1.722546
-1.637292,8.291705,1.642866
-4.204322,21.31144,-1.138412
-1.175375,5.963392,1.403245
-4.198912,21.3232,-0.3793455
-1.735928,8.823631,2.409606
-1.330083,6.804641,-1.857803
-1.763824,9.031985,0.160632
-1.548295,7.935694,-1.866644
-1.672926,8.582474,0.4582537
-1.839388,9.436459,-1.868783
-1.633843,8.389743,0.7477963
-2.261289,11.62247,-1.875337
