poinew_1,poinew_2,poinew_3
2.223609,-6.001536,-1.714935
4.61234,-12.45541,0.2318378
2.391773,-6.462337,-1.590854
2.403048,-6.496283,0.3630022
2.388698,-6.45749,-1.338334
4.562736,-12.3413,1.151153
3.273464,-8.858826,-1.495826
4.298966,-11.64034,1.523611
3.241089,-8.780633,-1.149228
3.347452,-9.073666,1.531806
2.386266,-6.471735,-0.6034663
2.417932,-6.557616,1.35856
4.696983,-12.74543,-0.7118737
2.243545,-6.091213,1.498624
4.658192,-12.65378,-0.2353632
1.910474,-5.192516,1.482516
2.203591,-6.015089,-1.716488
4.626615,-12.62916,0.2347698
2.215766,-6.051591,-1.487826
2.377612,-6.497129,0.3625835
2.365015,-6.466202,-1.338334
4.574248,-12.51325,1.165621
2.359722,-6.458718,-1.089097
4.24877,-11.62917,1.520198
2.368833,-6.487168,-0.847967
3.312373,-9.076016,1.530242
2.36366,-6.480025,-0.6034663
2.379087,-6.525855,1.350165
4.70494,-12.91269,-0.7202475
2.21787,-6.09024,1.496374
4.675576,-12.83907,-0.2385046
1.893659,-5.202784,1.483551
2.185213,-6.030009,-1.718559
4.639543,-12.80961,0.2378065
2.185611,-6.037683,-1.482427
2.350159,-6.492243,0.3618509
2.184797,-6.038729,-1.248273
4.584066,-12.67716,1.179392
2.205566,-6.102791,-1.027775
4.194654,-11.61293,1.516055
2.341453,-6.482328,-0.8462608
3.276646,-9.076376,1.528365
2.339675,-6.484488,-0.6031178
2.350966,-6.519345,1.347112
4.706563,-13.05868,-0.7274699
2.19634,-6.093894,1.495475
4.682238,-12.99829,-0.2411574
1.875486,-5.209362,1.483551
2.161945,-6.028129,-1.71597
4.657091,-12.99246,0.240913
2.158347,-6.024718,-1.477479
2.327943,-6.49812,0.3617462
2.171379,-6.064424,-1.252089
4.59839,-12.84987,1.194034
2.170016,-6.067292,-1.020579
4.150106,-11.60995,1.513861
2.172943,-6.078821,-0.7926382
3.240549,-9.070451,1.525549
2.197561,-6.154466,-0.5717417
2.329334,-6.527105,1.347112
2.313501,-6.486315,-0.3609088
2.172192,-6.090131,1.492775
2.310489,-6.481446,-0.1201075
1.854311,-5.204634,1.480445
2.13742,-6.022521,-1.712347
2.301642,-6.488837,0.1201773
2.139008,-6.033678,-1.477928
2.300578,-6.493028,0.3610135
2.137487,-6.03273,-1.244075
4.600313,-12.99088,1.205713
2.136702,-6.037211,-1.014321
4.106288,-11.60868,1.511911
2.141124,-6.056424,-0.7887384
3.208209,-9.079844,1.525236
2.305062,-6.527389,1.345585
2.143744,-6.073954,-0.3375669
2.144438,-6.079299,1.488276
2.150885,-6.100971,-0.1129171
1.83228,-5.200142,1.477339
2.113186,-6.020831,-1.709759
2.249192,-6.411919,0.1186066
2.113421,-6.028235,-1.474779
2.276579,-6.49725,0.3608041
2.115118,-6.036448,-1.243312
2.276481,-6.500609,0.6025948
2.114964,-6.042768,-1.014008
4.067707,-11.62856,1.512642
2.120625,-6.065734,-0.7889822
3.171934,-9.077932,1.523046
2.120786,-6.069594,-0.5625032
2.280967,-6.531688,1.344822
2.114631,-6.058771,-0.3363109
2.124488,-6.090428,1.489176
2.109827,-6.051795,-0.1118699
1.815388,-5.210156,1.478374
2.091522,-6.026346,-1.709241
2.087867,-6.019205,0.1112067
2.087898,-6.022686,-1.47163
2.105456,-6.076765,0.3370436
2.09339,-6.04194,-1.24293
2.199012,-6.350368,0.5879526
2.092565,-6.046381,-1.013383
2.255587,-6.521106,0.8472357
2.100736,-6.076852,-0.7894697
2.257119,-6.532916,1.094728
2.089422,-6.050961,-0.5600628
2.255591,-6.532187,1.343295
2.092167,-6.062339,-0.3361016
2.100673,-6.090438,1.487376
2.091948,-6.068575,-0.1120444
1.794673,-5.209155,1.476304
2.069421,-6.033971,-1.709241
2.073331,-6.045372,0.1115558
2.065597,-6.026251,-1.47073
2.073875,-6.053845,0.3353688
2.069324,-6.044001,-1.241785
2.071226,-6.053002,0.5597142
2.063359,-6.033449,-1.009941
2.070523,-6.05785,-0.7860574
2.183216,-6.39121,1.069699
2.067,-6.054447,-0.5597142
2.237974,-6.558991,1.347112
2.071867,-6.075638,-0.3364156
2.074565,-6.087029,1.484677
2.072042,-6.079626,-0.1121143
1.780216,-5.22636,1.47941
2.047105,-6.037499,-1.708206
2.056936,-6.069976,0.1118699
2.040995,-6.026399,-1.46893
2.052089,-6.059155,0.3352641
2.043808,-6.038169,-1.239114
2.053915,-6.071519,0.5607601
2.042285,-6.040615,-1.009941
2.05699,-6.087609,0.7889822
2.044496,-6.054114,-0.7845949
2.044579,-6.057849,-0.5593655
2.061328,-6.110997,1.253615
2.044904,-6.0658,-0.3354735
2.05206,-6.090539,1.483777
2.042507,-6.062186,-0.1116605
1.759496,-5.225218,1.477339
2.021106,-6.029954,-1.704065
2.031711,-6.061595,0.1115907
2.020382,-6.031286,-1.46848
2.027757,-6.056812,0.3347408
2.018981,-6.034096,-1.236824
2.027021,-6.061646,0.5591912
2.019737,-6.039861,-1.00869
2.038679,-6.100045,0.7897134
2.023779,-6.058978,-0.7843512
2.016485,-6.044159,-0.5574481
2.040431,-6.115936,1.253234
2.017829,-6.051706,-0.3343221
2.03062,-6.093614,1.482877
2.018174,-6.059793,-0.111486
1.736365,-5.216665,1.473198
1.99806,-6.027455,-1.701476
2.007395,-6.059159,0.1114162
1.997478,-6.032752,-1.467131
2.005975,-6.061957,0.3346362
1.99896,-6.040757,-1.236824
2.003782,-6.058876,0.5583197
1.994922,-6.03562,-1.006812
2.009279,-6.08262,0.7865448
2.003239,-6.06789,-0.7845949
2.009711,-6.091066,1.015886
1.993502,-6.045485,-0.5569252
2.011077,-6.098783,1.248273
2.004818,-6.083372,-0.3356829
2.009947,-6.102515,1.483327
1.997635,-6.0687,-0.1115209
1.718144,-5.222694,1.473198
1.975955,-6.034738,-1.701476
1.984366,-6.060428,0.1113115
1.970954,-6.023018,-1.463082
1.986043,-6.072719,0.3348455
1.977415,-6.04991,-1.237206
1.980325,-6.062392,0.5579711
1.974013,-6.046648,-1.007438
1.981874,-6.070726,0.7841074
1.976504,-6.057861,-0.7824012
1.987213,-6.094287,1.01526
1.972387,-6.052407,-0.5569252
1.988103,-6.104246,1.247891
1.975089,-6.067889,-0.3344268
1.984552,-6.100575,1.481078
1.974584,-6.069932,-0.1114162
1.698709,-5.224985,1.472163
1.954283,-6.03976,-1.700959
1.961525,-6.065758,0.1112765
1.948865,-6.030202,-1.463082
1.955179,-6.053349,0.3333801
1.952062,-6.043698,-1.234534
1.96221,-6.078748,0.5588426
1.947437,-6.036582,-1.004622
1.959611,-6.077949,0.7841074
1.951244,-6.055618,-0.7811826
1.961835,-6.092129,1.013695
1.951248,-6.059255,-0.5569252
1.966181,-6.10928,1.247509
1.953286,-6.072845,-0.3343221
1.960859,-6.100045,1.479278
1.951099,-6.07332,-0.1113463
