poinew_1,poinew_2,poinew_3
0.9681405,-6.091953,-1.652818
0.9703163,-6.112521,0.1080304
0.9649984,-6.085885,-1.42259
0.9673149,-6.107385,0.3240643
0.9646661,-6.090662,-1.198662
0.9682526,-6.120214,0.5421087
0.9629334,-6.093486,-0.9770898
0.9684579,-6.13539,0.7626584
0.9646038,-6.117911,-0.7604648
0.9668112,-6.13887,0.9842858
0.9610532,-6.109247,-0.5410628
0.968661,-6.157608,1.211637
0.9623324,-6.124346,-0.3249016
0.9654087,-6.150924,1.437437
0.9598182,-6.122276,-0.10817
0.8350638,-5.332606,1.446281
0.9458058,-6.09546,-1.652818
0.9492795,-6.117847,0.1080653
0.9431524,-6.085365,-1.421691
0.9447685,-6.102829,0.3236456
0.9438362,-6.103857,-1.20057
0.9458135,-6.123721,0.5421087
0.9411955,-6.10088,-0.9777156
0.9461272,-6.132848,0.7619272
0.942336,-6.115355,-0.7597336
0.943874,-6.132445,0.9827214
0.9397219,-6.112565,-0.5410628
0.9448937,-6.153355,1.210111
0.9410909,-6.135728,-0.3253203
0.9422676,-6.150568,1.436537
0.9381379,-6.123611,-0.1081351
0.8149838,-5.32594,1.443693
0.9219177,-6.081535,-1.64816
0.9262513,-6.117332,0.1079955
0.9211327,-6.090707,-1.422141
0.9240564,-6.110039,0.3238549
0.9201787,-6.091585,-1.197517
0.9226483,-6.115165,0.5410628
0.9198935,-6.104128,-0.9777156
0.9242345,-6.1402,0.7624147
0.9198024,-6.110755,-0.7587586
0.9224617,-6.135703,0.9827214
0.9177875,-6.111867,-0.5407142
0.9245733,-6.164382,1.211637
0.9199633,-6.140952,-0.325425
0.9218669,-6.153659,1.436537
0.9161655,-6.122894,-0.1080653
0.7949594,-5.3192,1.441105
0.9023116,-6.08838,-1.649195
0.9050817,-6.114435,0.1078908
0.9012156,-6.095656,-1.42259
0.9046665,-6.118998,0.324169
0.9011202,-6.102371,-1.199044
0.9026551,-6.120162,0.5412372
0.8976316,-6.093464,-0.9755254
0.9038675,-6.143231,0.7624147
0.9003999,-6.119663,-0.7594898
0.902397,-6.140683,0.9830343
0.8963571,-6.106991,-0.5400169
0.9024183,-6.155759,1.209347
0.8946749,-6.110373,-0.3236456
0.90202,-6.160539,1.437437
0.8975922,-6.137771,-0.1082747
0.776758,-5.317984,1.440069
