poinew_1,poinew_2,poinew_3
-0.9953245,-6.193253,-1.680771
-1.009162,-6.272369,0.1108926
-0.9956707,-6.18163,-1.445535
-0.9993091,-6.197334,0.3289838
-0.9979219,-6.188731,-1.218506
-1.003984,-6.219422,0.5511729
-1.000585,-6.191492,-0.993359
-1.006592,-6.221768,0.7738704
-1.012121,-6.249026,-0.7772827
-1.011731,-6.239715,1.001181
-2.470432,-15.23606,-1.350391
-1.015098,-6.253571,1.231481
-2.481481,-15.27046,-0.8107887
-0.9352872,-5.749204,1.344757
-2.490166,-15.29019,-0.2704076
-0.8178818,-5.016465,1.361906
-1.016623,-6.187834,-1.680253
-1.031051,-6.268808,0.1108926
-1.018192,-6.183885,-1.446885
-1.024184,-6.213515,0.3300306
-1.018561,-6.179399,-1.217361
-1.028283,-6.231606,0.5525674
-1.022835,-6.19186,-0.9939847
-1.030247,-6.229968,0.7753329
-1.034577,-6.249372,-0.7777702
-1.032213,-6.228351,0.9999292
-2.525554,-15.23914,-1.351437
-1.037885,-6.2558,1.232626
-2.53706,-15.2755,-0.8115214
-0.9543906,-5.740138,1.343408
-2.543195,-15.27944,-0.2703727
-0.8357053,-5.015486,1.362424
-1.037578,-6.180438,-1.679218
-1.053921,-6.271087,0.1109973
-1.041711,-6.191824,-1.449585
-1.046199,-6.211871,0.3301352
-1.041103,-6.181613,-1.218506
-1.047711,-6.214225,0.5513472
-1.045428,-6.194095,-0.9949233
-1.053641,-6.23612,0.7765515
-1.058702,-6.259424,-0.7794764
-1.055268,-6.2325,1.001181
-2.577738,-15.22433,-1.350914
-1.059715,-6.252139,1.232626
-2.593372,-15.28427,-0.8124635
-0.9737698,-5.732929,1.342508
-2.598862,-15.28426,-0.270617
-0.8502895,-4.995398,1.357765
-1.059471,-6.178682,-1.679736
-1.07479,-6.261457,0.1108926
-1.063979,-6.191991,-1.450484
-1.069569,-6.218023,0.3306586
-1.064671,-6.189551,-1.220796
-1.07041,-6.216421,0.5518702
-1.066373,-6.186515,-0.9942976
-1.076753,-6.240229,0.7775264
-1.083247,-6.271339,-0.7814263
-1.079036,-6.240457,1.003058
-2.634597,-15.23684,-1.352831
-1.082872,-6.25614,1.234153
-2.648755,-15.28693,-0.8130915
-0.993775,-5.729495,1.342508
-2.654591,-15.28889,-0.2708614
-0.8677222,-4.992399,1.357765
-1.083364,-6.188266,-1.683359
-1.098711,-6.269485,0.111102
-1.084239,-6.180562,-1.448685
-1.091613,-6.216219,0.3307633
-1.089326,-6.203199,-1.224231
-1.093483,-6.220495,0.5525674
-1.088645,-6.186646,-0.9949233
-1.09784,-6.232522,0.777039
-1.105133,-6.267519,-0.7814263
-1.102529,-6.246379,1.004622
-2.689844,-15.23932,-1.353877
-1.10607,-6.260055,1.235679
-2.703491,-15.28546,-0.8135102
-1.013089,-5.722153,1.341608
-2.711433,-15.29922,-0.2712104
-0.8858183,-4.993145,1.3588
-1.105978,-6.190153,-1.684912
-1.121293,-6.26955,0.1111718
-1.107867,-6.188249,-1.451384
-1.111896,-6.204507,0.3303446
-1.110973,-6.199359,-1.224231
-1.118004,-6.23233,0.5539619
-1.111981,-6.192529,-0.9964877
-1.121345,-6.238421,0.7782577
-1.126652,-6.261671,-0.7811826
-1.123276,-6.23666,1.003684
-2.747263,-15.25337,-1.355969
-1.127915,-6.256156,1.235679
-2.758958,-15.28772,-0.8141382
-1.032018,-5.712829,1.340258
-2.766245,-15.29753,-0.27135
-0.9028975,-4.988121,1.358282
-1.127579,-6.186254,-1.684912
-1.146042,-6.281334,0.1114511
-1.131212,-6.193929,-1.453634
-1.135694,-6.218469,0.3312866
-1.132959,-6.197374,-1.224612
-1.138676,-6.22251,0.553439
-1.134657,-6.194439,-0.9974263
-1.143472,-6.236422,0.7785015
-1.148861,-6.259651,-0.7814263
-1.142882,-6.227072,1.002745
-2.80157,-15.24957,-1.356492
-1.151166,-6.259904,1.237206
-2.816285,-15.29961,-0.8152896
-1.049834,-5.697692,1.337559
-2.818769,-15.29811,-0.2715245
-0.9190835,-4.9832,1.357765
-1.149166,-6.182281,-1.684912
-1.166865,-6.2775,0.1114511
-1.152816,-6.195891,-1.454983
-1.159221,-6.224284,0.33181
-1.154585,-6.193382,-1.224612
-1.162218,-6.22829,0.5543105
-1.155555,-6.192584,-0.9977391
-1.164511,-6.234547,0.7787452
-1.172166,-6.269466,-0.7831324
-1.164611,-6.223045,1.002745
-2.855884,-15.24557,-1.357015
-1.174449,-6.26956,1.239877
-2.86958,-15.30392,-0.8160223
-1.068723,-5.69418,1.337559
-2.874367,-15.29997,-0.271734
-0.932546,-4.959076,1.352071
-1.17002,-6.180334,-1.68543
-1.188771,-6.273388,0.1114511
-1.175525,-6.197573,-1.456333
-1.181687,-6.224124,0.3320193
-1.177315,-6.201092,-1.226902
-1.182865,-6.224401,0.5543105
-1.178271,-6.194335,-0.9986777
-1.188866,-6.244094,0.7804514
-1.19553,-6.273137,-0.7841074
-1.188917,-6.232524,1.004935
-2.90941,-15.25167,-1.358409
-1.194854,-6.257708,1.23835
-2.926358,-15.31147,-0.8169643
-1.090057,-5.698071,1.339359
-2.930014,-15.30163,-0.2719434
-0.9509413,-4.961483,1.353624
-1.195247,-6.195181,-1.690606
-1.211421,-6.273128,0.1115209
-1.196411,-6.189605,-1.455433
-1.203785,-6.221922,0.332124
-1.201936,-6.212365,-1.229955
-1.206858,-6.231971,0.5553564
-1.199135,-6.186305,-0.998052
-1.208386,-6.228214,0.7789889
-1.218933,-6.27672,-0.7850824
-1.214435,-6.247727,1.008064
-2.967195,-15.26489,-1.360501
-1.218564,-6.263135,1.240259
-2.979404,-15.2992,-0.8168597
-1.107704,-5.682755,1.336659
-2.988004,-15.31486,-0.2723623
-0.9686248,-4.96003,1.354141
-1.217982,-6.196658,-1.692159
-1.234083,-6.272785,0.1115907
-1.22027,-6.196864,-1.458133
-1.225496,-6.217682,0.332124
-1.224373,-6.211984,-1.230718
-1.231303,-6.241403,0.5565766
-1.224548,-6.201461,-1.001181
-1.232428,-6.235642,0.7804514
-1.240836,-6.272427,-0.7850824
-1.237387,-6.249263,1.009002
-3.022395,-15.26421,-1.361373
-1.240801,-6.260769,1.24064
-3.035902,-15.30438,-0.817697
-1.124497,-5.663562,1.33306
-3.043394,-15.31414,-0.2725368
-0.9863095,-4.958513,1.354659
-1.239985,-6.194263,-1.692677
-1.259114,-6.284125,0.1118699
-1.241893,-6.192566,-1.458133
-1.247586,-6.215325,0.3322287
-1.246436,-6.209597,-1.2311
-1.253083,-6.237067,0.5565766
-1.248524,-6.208769,-1.003058
-1.255754,-6.239086,0.7814263
-1.2639,-6.273896,-0.7858136
-1.257633,-6.237161,1.007751
-3.079599,-15.2731,-1.363116
-1.264978,-6.267946,1.24293
-3.093259,-15.31327,-0.8187438
-1.14426,-5.659602,1.33306
-3.097227,-15.30539,-0.2725717
-1.002845,-4.951253,1.353624
-1.260827,-6.18611,-1.691641
-1.281042,-6.279691,0.1118699
-1.266621,-6.203468,-1.461732
-1.270587,-6.222895,0.3328567
-1.265352,-6.191744,-1.228428
-1.27285,-6.222896,0.555705
-1.270586,-6.206309,-1.003371
-1.27872,-6.240499,0.7821575
-1.287785,-6.279168,-0.7870322
-1.278705,-6.23489,1.008064
-3.130488,-15.25055,-1.36207
-1.28764,-6.267339,1.243693
-3.150314,-15.31998,-0.8196858
-1.163223,-5.651756,1.33216
-3.151593,-15.31266,-0.2728858
-1.014971,-4.927087,1.34793
-1.284375,-6.19113,-1.69423
-1.301859,-6.275409,0.1118699
-1.287977,-6.20305,-1.462632
-1.29352,-6.224288,0.3331707
-1.289357,-6.198822,-1.230718
-1.297001,-6.230118,0.5567509
-1.292367,-6.207862,-1.004309
-1.303457,-6.255658,0.7845949
-1.309412,-6.27875,-0.7875198
-1.30369,-6.245859,1.010567
-3.188591,-15.26293,-1.364162
-1.308014,-6.261113,1.243312
-3.201509,-15.31141,-0.8197905
-1.182358,-5.649775,1.33261
-3.208303,-15.31722,-0.2731651
-1.03256,-4.925405,1.348447
-1.307689,-6.200069,-1.697853
-1.324583,-6.27474,0.1119397
-1.30922,-6.19661,-1.462182
-1.316065,-6.223643,0.3333801
-1.314779,-6.217562,-1.235298
-1.319304,-6.233579,0.5574481
-1.312801,-6.197516,-1.003371
-1.321168,-6.231651,0.7821575
-1.333381,-6.28385,-0.7887384
-1.327536,-6.250932,1.012131
-3.246408,-15.27315,-1.366079
-1.331903,-6.26611,1.24522
-1.202477,-5.647519,1.33306
-3.267171,-15.33135,-0.2736188
-1.050149,-4.92366,1.348965
-1.331622,-6.2009,-1.699406
-1.347317,-6.273987,0.1120095
-1.33166,-6.195812,-1.463082
-1.337783,-6.219011,0.3333801
-1.338386,-6.216539,-1.236061
-1.34382,-6.236493,0.5581453
-1.340088,-6.213903,-1.006812
-1.344587,-6.234763,0.7831324
-1.35447,-6.275277,-0.788251
-1.350182,-6.250121,1.012757
-3.304332,-15.28314,-1.367997
-1.357767,-6.274619,1.247891
-3.321984,-15.33886,-0.822512
-1.21904,-5.624029,1.328561
-3.323208,-15.33158,-0.2738283
-1.06692,-4.918076,1.348447
-1.354908,-6.203763,-1.701476
-1.372865,-6.280728,0.112219
-1.355193,-6.194698,-1.463982
-1.361421,-6.217968,0.3335894
-1.360077,-6.21183,-1.236061
-1.368141,-6.243442,0.5591912
-1.364309,-6.220765,-1.00869
-1.369983,-6.241426,0.7845949
-1.380869,-6.285781,-0.7902009
-1.37308,-6.245131,1.012757
-3.359797,-15.28124,-1.368868
-1.377973,-6.262172,1.246364
-1.239504,-5.623546,1.329461
-3.379379,-15.3193,-0.2738283
-1.085355,-4.916019,1.348965
-1.376555,-6.198997,-1.701476
-1.396083,-6.281755,0.1123237
-1.378924,-6.19944,-1.466231
-1.385722,-6.224875,0.3342174
-1.382179,-6.208961,-1.236442
-1.387326,-6.226959,0.5581453
-1.386016,-6.215965,-1.00869
-1.395652,-6.254044,0.7867885
-1.401503,-6.275111,-0.7894697
-1.396596,-6.248011,1.014008
-3.423117,-15.31414,-1.372877
-1.404539,-6.278398,1.250562
-1.258274,-5.615382,1.328561
-3.436334,-15.32302,-0.2741075
-1.100816,-4.904661,1.346894
-1.399036,-6.197922,-1.702512
-1.418882,-6.280745,0.1123935
-1.403134,-6.205994,-1.46893
-1.408999,-6.231934,0.3348455
-1.404711,-6.207928,-1.237206
-1.413014,-6.239568,0.5597142
-1.405522,-6.201456,-1.007125
-1.421426,-6.266557,0.7889822
-1.427355,-6.287602,-0.7916633
-1.419057,-6.25105,1.01526
-1.545379,-6.802014,-0.6102645
-1.42514,-6.267714,1.249417
-1.558184,-6.84731,-0.3680265
-1.277002,-5.607155,1.327661
-1.116645,-4.8991,1.346377
-1.421957,-6.19865,-1.704065
-1.438808,-6.272107,0.1123237
-1.421962,-6.193709,-1.467131
-1.43298,-6.236712,0.3353688
-1.429452,-6.21638,-1.239877
-1.436127,-6.240422,0.5602371
-1.430066,-6.214087,-1.009941
-1.436853,-6.238595,0.7860574
-1.451764,-6.29831,-0.7936132
-1.443532,-6.257608,1.017137
-1.552978,-6.72669,-0.6039893
-1.448566,-6.274431,1.251707
-1.563346,-6.766211,-0.3639443
-1.295589,-5.60289,1.327661
-1.576635,-6.812882,-0.1220621
-1.132868,-4.891408,1.345341
-1.445572,-6.207071,-1.707688
-1.464324,-6.282625,0.1126029
-1.445787,-6.198197,-1.46938
-1.452472,-6.221945,0.3348455
-1.453629,-6.2269,-1.24293
-1.458625,-6.243386,0.5609344
-1.455796,-6.226368,-1.012757
-1.46043,-6.241273,0.7870322
-1.47193,-6.285472,-0.7926382
-1.46807,-6.264071,1.019014
-1.485715,-6.339357,-0.5696499
-1.471804,-6.275071,1.252852
-1.56596,-6.67127,-0.3591294
-1.312465,-5.58695,1.324962
-1.581186,-6.725579,-0.1205961
-1.150377,-4.889304,1.345859
-1.471233,-6.218906,-1.712347
-1.48901,-6.289151,0.1128124
-1.470558,-6.206387,-1.47253
-1.475103,-6.220725,0.3350548
-1.473543,-6.214148,-1.241403
-1.48225,-6.24601,0.5616316
-1.476153,-6.215483,-1.011818
-1.486338,-6.253519,0.7892259
-1.495698,-6.288021,-0.7936132
-1.486268,-6.243534,1.016511
-1.496762,-6.287615,-0.5654665
-1.492334,-6.264165,1.251707
-1.49984,-6.290802,-0.3389277
-1.331054,-5.578544,1.324062
-1.508977,-6.319346,-0.1134057
-1.166988,-4.88338,1.345341
-1.489773,-6.200584,-1.708723
-1.512357,-6.289748,0.1129171
-1.494038,-6.208794,-1.474329
-1.500082,-6.22913,0.3357875
-1.496605,-6.214692,-1.242548
-1.502644,-6.234987,0.5611086
