poinew_1,poinew_2,poinew_3
1.162699,-1.407461,-0.489168
1.202142,-1.456242,-0.4359551
4.748006,-5.753651,0.3909496
1.212089,-1.468814,-0.3701695
4.707535,-5.706637,0.6472185
1.235395,-1.498121,-0.3075502
4.71735,-5.722603,0.9106078
1.220747,-1.481411,-0.2356953
4.712369,-5.720629,1.173884
1.363054,-1.654693,-0.1875592
4.732378,-5.746962,1.447096
1.39754,-1.697765,-0.1152438
4.556718,-5.537579,1.65564
1.50536,-1.830049,-0.0413622
3.856419,-4.689873,1.626937
1.163905,-1.418979,-0.4917562
1.200758,-1.464951,-0.4373049
4.72283,-5.76401,0.3905309
1.199489,-1.463925,-0.3678797
4.673699,-5.706079,0.6453011
1.218895,-1.488669,-0.3047344
4.68603,-5.72521,0.9084142
1.245738,-1.522536,-0.2415451
4.684869,-5.727869,1.172007
1.35727,-1.659441,-0.1875592
4.691163,-5.737608,1.440608
1.392869,-1.704179,-0.1153485
4.542292,-5.559488,1.657439
1.545766,-1.892597,-0.04265368
3.830251,-4.691335,1.622795
1.199202,-1.472465,-0.5088382
1.193176,-1.466111,-0.436405
4.692597,-5.768066,0.3896936
1.193133,-1.46658,-0.3674982
4.641182,-5.706902,0.643558
1.212445,-1.491382,-0.3044215
4.650993,-5.723046,0.9054893
1.257939,-1.548446,-0.2449574
4.649902,-5.725786,1.168253
1.374077,-1.692008,-0.1906968
4.655021,-5.734133,1.435647
1.375585,-1.695073,-0.1144064
4.517947,-5.569256,1.65564
1.54041,-1.899535,-0.04268859
3.811419,-4.701674,1.62176
1.181908,-1.46162,-0.5036619
1.202749,-1.488456,-0.4418039
4.659884,-5.768874,0.3886468
1.192941,-1.476845,-0.3690246
4.616227,-5.716867,0.6428608
1.28788,-1.595517,-0.324758
4.611042,-5.714528,0.9015895
1.256265,-1.557463,-0.2456886
4.621208,-5.731218,1.166063
1.371915,-1.701447,-0.1912197
4.622656,-5.735061,1.431831
1.384697,-1.718527,-0.1156625
4.496035,-5.581957,1.65474
1.547565,-1.922033,-0.04307254
3.797407,-4.71796,1.622795
1.204617,-1.500384,-0.5155675
4.63238,-5.771826,0.1291827
1.1634,-1.450085,-0.4292066
4.625731,-5.765601,0.3873908
1.189007,-1.482531,-0.3694062
4.581287,-5.714292,0.640769
1.265008,-1.578423,-0.3203778
4.577415,-5.713547,0.8989084
1.265988,-1.580211,-0.2486135
4.591064,-5.732634,1.163247
1.322386,-1.651788,-0.1851188
4.595248,-5.741966,1.429541
1.371204,-1.713993,-0.1150344
4.466543,-5.583141,1.650691
1.527445,-1.909976,-0.04268859
3.784153,-4.733544,1.623831
1.174341,-1.472652,-0.5046971
4.593271,-5.762137,0.1286242
1.147655,-1.440219,-0.4251575
4.589159,-5.759041,0.3859254
1.177968,-1.478788,-0.3674982
4.553626,-5.718542,0.6395488
1.198254,-1.505333,-0.3047344
4.54979,-5.717822,0.8972022
1.215008,-1.526927,-0.2395951
4.548664,-5.718454,1.157302
1.321861,-1.662402,-0.185816
4.559079,-5.735656,1.424198
1.385392,-1.74355,-0.1167092
4.450429,-5.600973,1.651591
1.452696,-1.828909,-0.04076882
3.763629,-4.740015,1.62176
1.116676,-1.409905,-0.4819211
4.540623,-5.735007,0.1276818
1.14771,-1.450129,-0.4269571
4.556637,-5.759362,0.3848787
1.166967,-1.474988,-0.3655901
4.51239,-5.705482,0.6364112
1.18468,-1.498451,-0.3025443
4.525881,-5.726648,0.8962272
1.207209,-1.528044,-0.2391077
4.521329,-5.724996,1.155425
1.302758,-1.649577,-0.1838986
4.531518,-5.739957,1.421527
1.388264,-1.759109,-0.1174419
4.430851,-5.616474,1.651591
1.457448,-1.8481,-0.04108296
3.739885,-4.744021,1.618654
1.102194,-1.401646,-0.47778
4.481031,-5.700513,0.1265648
1.139029,-1.449529,-0.4256074
1.161811,-1.479052,-0.3655901
4.483833,-5.71023,0.6351911
1.174564,-1.496362,-0.3012928
4.49606,-5.729918,0.8942773
1.200643,-1.530686,-0.2388639
4.491567,-5.728307,1.152922
1.29945,-1.65725,-0.1842472
4.493288,-5.732563,1.415803
1.342697,-1.713636,-0.1140924
4.413622,-5.634974,1.65249
1.454686,-1.8579,-0.04118768
3.720922,-4.754004,1.617619
1.094917,-1.402439,-0.4767447
1.710131,-2.191232,0.04851769
1.12677,-1.444278,-0.422908
4.456133,-5.713861,0.3797497
1.177166,-1.509417,-0.3720776
4.451624,-5.710134,0.6334479
1.168119,-1.498895,-0.3009799
4.460173,-5.725219,0.8911087
1.212368,-1.556795,-0.2422763
4.456982,-5.725246,1.149168
1.293657,-1.661776,-0.1842472
4.466016,-5.738916,1.413513
1.326896,-1.705701,-0.113255
